模型,句1词牌,句1题目,句1内容,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,宗门感怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,云门感怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,凭栏久,沁园春,玄宗夜坐书怀,凭栏立,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,凌霄宗感事,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,凌霄宗议事书怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,宗阁抒怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,宗门述怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,宗阁夜怀,凭栏久,沁园春,玄宗夜坐书怀,凭栏立,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,沁园春,玄宗夜坐书怀,凭栏立,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,云阁夜思,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,玄峰夜坐抒怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,玄峰议事后感,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,沁园春,宗门夜坐抒怀,凭栏久,0.9347,0.6667,0.2680
doubao-seed-2.0-pro,浪淘沙,宗门夜坐有感,严规曾护万山安,浪淘沙,云阁晚眺抒怀,严规曾护万人安,0.9346,0.8571,0.0774
doubao-seed-2.0-pro,沁园春,宗门感事,松梢鹤敛,祝英台近,宗阁夜望感怀,鹤敛松梢露,0.9343,0.4444,0.4898
doubao-seed-2.0-pro,沁园春,登观星台述怀,从来世路多忧,沁园春,云门感怀,从来世路多艰,0.9335,0.8333,0.1002
doubao-seed-2.0-pro,浪淘沙,宗门夜怀,殿角钟残,清平乐,夜坐云堂有感,殿角残钟碎,0.9332,0.6667,0.2666
doubao-seed-2.0-pro,清平乐,宗门感怀,拟将旧制新裁,清平乐,夜坐宗堂有感,欲将旧制重裁,0.9329,0.6667,0.2663
doubao-seed-2.0-pro,祝英台近,宗门感怀,劫火曾谙,祝英台近,云台夜思,劫火曾经,0.9327,0.7500,0.1827
doubao-seed-2.0-pro,沁园春,宗门感事,此意徘徊,菩萨蛮,宗门夜坐抒怀,此意几徘徊,0.9324,0.8889,0.0435
doubao-seed-2.0-pro,菩萨蛮,宗门夜坐抒怀,此意几徘徊,沁园春,宗门晚眺抒怀,此意徘徊,0.9324,0.8889,0.0435
doubao-seed-2.0-pro,祝英台近,云阁夜坐有感,篆烟消,祝英台近,宗门夜坐感事,篆烟沉,0.9319,0.6667,0.2653
doubao-seed-2.0-pro,祝英台近,云台夜思,篆烟消,祝英台近,宗门夜坐感事,篆烟沉,0.9319,0.6667,0.2653
doubao-seed-2.0-pro,祝英台近,宗门夜坐感事,篆烟沉,祝英台近,宗门夜坐感怀,篆烟消,0.9319,0.6667,0.2653
doubao-seed-2.0-pro,沁园春,玄峰议事后感,道本无心,沁园春,望宗门演武有怀,道本随心,0.9318,0.7500,0.1818
doubao-seed-2.0-pro,沁园春,望宗门演武有怀,看素衿列阵,沁园春,宗门述怀,看青衿列阵,0.9308,0.8000,0.1308
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,看青衿列阵,沁园春,望宗门演武有怀,看素衿列阵,0.9308,0.8000,0.1308
doubao-seed-2.0-pro,菩萨蛮,云阁夜怀,徘徊意未平,菩萨蛮,夜坐云台有感,徘徊意未安,0.9299,0.8000,0.1299
doubao-seed-2.0-pro,祝英台近,云阶夜坐有感,欲把陈规轻换,清平乐,夜眺宗门感作,欲把陈规换却,0.9294,0.8333,0.0961
doubao-seed-2.0-pro,祝英台近,宗门夜坐感事,欲把陈规轻换,清平乐,夜眺宗门感作,欲把陈规换却,0.9294,0.8333,0.0961
doubao-seed-2.0-pro,浪淘沙,云台夜思,劫火遍尘寰,菩萨蛮,门中感怀,劫火遍寰中,0.9293,0.8000,0.1293
doubao-seed-2.0-pro,沁园春,宗门夜思,严则气郁,沁园春,宗门夜坐感怀,严则神郁,0.9293,0.7500,0.1793
doubao-seed-2.0-pro,清平乐,宗门夜坐有感,也知法峻功坚,清平乐,宗门夜坐抒怀,也知法峻功崇,0.9292,0.8333,0.0958
doubao-seed-2.0-pro,清平乐,宗门夜坐感怀,也知法峻功崇,清平乐,宗门夜坐有感,也知法峻功坚,0.9292,0.8333,0.0958
doubao-seed-2.0-pro,沁园春,宗门感怀,怕英才耗尽,沁园春,宗阁抒怀,怕英才磨尽,0.9290,0.8000,0.1290
doubao-seed-2.0-pro,沁园春,宗门感怀,怕英才耗尽,沁园春,宗门述怀,怕英才磨尽,0.9290,0.8000,0.1290
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,见阶前弟子,沁园春,宗阁有所思,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门感怀,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,玄门感怀,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,凌霄宗议事书怀,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,登望云峰有感,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门感怀,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门感怀,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门感怀,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,玄门感怀,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,登观星台述怀,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,登望云峰有感,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,玄宗夜坐书怀,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,宗门感怀,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,宗门感怀,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,宗门感怀,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,凌霄宗议事书怀,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,宗门感事,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,玄峰议事后感,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,宗门感怀,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,宗门感事,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门感事,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,凌霄阁夜坐有感,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,宗阁有所思,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,见阶前弟子,沁园春,凌霄阁夜坐有感,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门感事,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,宗门夜坐感事,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,登观星台述怀,看阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,沁园春,玄峰议事后感,看阶前弟子,沁园春,凌霄阁感怀,见阶前弟子,0.9279,0.8000,0.1279
doubao-seed-2.0-pro,祝英台近,云阁夜坐有感,欲把陈法重裁,祝英台近,宗门夜坐感怀,欲把陈律重裁,0.9275,0.8333,0.0942
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,束翅雏鹰,沁园春,望宗门演武有怀,翅缚雏鹰,0.9273,0.7500,0.1773
doubao-seed-2.0-pro,清平乐,宗门感事,也知严律堪防,清平乐,宗门夜坐抒怀,也知严律堪凭,0.9272,0.8333,0.0938
doubao-seed-2.0-pro,清平乐,宗门书怀,也知铁律堪凭,清平乐,宗门夜坐感怀,也知铜律堪凭,0.9265,0.8333,0.0932
doubao-seed-2.0-pro,沁园春,宗门感事,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,云门感怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,凌霄宗感事,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗门夜坐抒怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗阁夜怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗门述怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,凌霄宗议事书怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,云阁夜思,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,玄峰夜坐抒怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,玄峰议事后感,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗阁抒怀,凭栏久,祝英台近,宗门夜望有感,凭栏伫,0.9261,0.6667,0.2594
doubao-seed-2.0-pro,沁园春,宗门感事,多少灵襟被束牢,沁园春,凌霄阁夜坐有感,多少灵襟被束难,0.9261,0.8571,0.0689
doubao-seed-2.0-pro,沁园春,云门感怀,看丹炉宿火,沁园春,宗门感事,看丹炉火烬,0.9251,0.8000,0.1251
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,看丹炉宿火,沁园春,宗门感事,看丹炉火烬,0.9251,0.8000,0.1251
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,看青衿列阵,沁园春,宗门议规有感,看青衿列队,0.9251,0.8000,0.1251
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,看青衿列队,沁园春,登云阁望剑坪有感,看青衿列阵,0.9251,0.8000,0.1251
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,看青衿列队,沁园春,宗门述怀,看青衿列阵,0.9251,0.8000,0.1251
doubao-seed-2.0-pro,沁园春,宗门述怀,看青衿列阵,沁园春,宗门议规有感,看青衿列队,0.9251,0.8000,0.1251
doubao-seed-2.0-pro,祝英台近,宗门夜坐感怀,暗凝伫,祝英台近,宗阁夜望感怀,黯凝伫,0.9250,0.6667,0.2583
doubao-seed-2.0-pro,祝英台近,宗门夜坐感怀,暗凝伫,祝英台近,宗门夜坐感怀,黯凝伫,0.9250,0.6667,0.2583
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,见阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9244,0.6000,0.3244
doubao-seed-2.0-pro,沁园春,宗门夜思,见阶前弟子,沁园春,凌霄阁夜坐抒怀,看阶前子弟,0.9244,0.6000,0.3244
doubao-seed-2.0-pro,浪淘沙,宗门夜望感怀,独倚阑干,祝英台近,仙阁抒怀,独倚危阑,0.9244,0.7500,0.1744
doubao-seed-2.0-pro,祝英台近,宗门夜坐偶成,欲更陈矩新裁,祝英台近,云阁夜阅门规有怀,欲把陈矩新裁,0.9233,0.8333,0.0900
doubao-seed-2.0-pro,祝英台近,宗门夜坐书怀,欲更陈矩新裁,祝英台近,云阁夜阅门规有怀,欲把陈矩新裁,0.9233,0.8333,0.0900
doubao-seed-2.0-pro,沁园春,宗阁夜怀,雾锁琼坛,沁园春,宗门夜坐抒怀,雾锁玄坛,0.9232,0.7500,0.1732
doubao-seed-2.0-pro,浪淘沙,云阁夜思,欲把陈规换,清平乐,夜眺宗门感作,欲把陈规换却,0.9229,0.9091,0.0138
doubao-seed-2.0-pro,清平乐,宗门夜坐抒怀,多少英才抑气,沁园春,宗门议规有感,多少英才,0.9222,0.8000,0.1222
doubao-seed-2.0-pro,祝英台近,云阁夜坐有感,阶下群生,祝英台近,玄峰夜坐感怀,阶下诸生,0.9217,0.7500,0.1717
doubao-seed-2.0-pro,沁园春,登观星台述怀,陈规束性,沁园春,凌霄阁感怀,陈规缚性,0.9216,0.7500,0.1716
doubao-seed-2.0-pro,祝英台近,宗门感怀,欲把旧例新裁,祝英台近,玄峰夜望有感,欲把陈例新裁,0.9208,0.8333,0.0875
doubao-seed-2.0-pro,祝英台近,玄峰夜望有感,严律也堪凭,清平乐,宗门夜坐抒怀,也知严律堪凭,0.9203,0.7273,0.1931
doubao-seed-2.0-pro,菩萨蛮,云阁夜怀,徘徊意未平,菩萨蛮,宗门夜坐感怀,徘徊意未宁,0.9203,0.8000,0.1203
doubao-seed-2.0-pro,沁园春,宗门感怀,循规凛凛,沁园春,玄峰议事后感,条规凛凛,0.9196,0.7500,0.1696
doubao-seed-2.0-pro,清平乐,观门下弟子演法作,争奈诸僚持旧,清平乐,宗门感怀,争奈诸公持旧,0.9192,0.8333,0.0859
doubao-seed-2.0-pro,清平乐,观门下弟子演法作,争奈诸僚持旧,清平乐,云台夜思,争奈诸公持旧,0.9192,0.8333,0.0859
doubao-seed-2.0-pro,清平乐,观门下弟子演法作,争奈诸僚持旧,清平乐,宗门夜坐抒怀,争奈诸公持旧,0.9192,0.8333,0.0859
doubao-seed-2.0-pro,沁园春,宗门感怀,法固防危,沁园春,宗阁有所思,峻法防危,0.9192,0.7500,0.1692
doubao-seed-2.0-pro,沁园春,宗门夜坐感怀,凭阑望,祝英台近,宗门夜望有感,凭栏伫,0.9187,0.3333,0.5854
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,空负华年,浪淘沙,云阁夜思,空负韶年,0.9186,0.7500,0.1686
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,凭栏望断,沁园春,凌霄阁夜坐抒怀,凭栏望,0.9179,0.8571,0.0607
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,待春生千壑,沁园春,演武台述怀,待春回万壑,0.9176,0.6000,0.3176
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,待春生千壑,沁园春,登观星台述怀,待春回万壑,0.9176,0.6000,0.3176
doubao-seed-2.0-pro,浪淘沙,宗门夜坐有感,松月满仙坛,浪淘沙,玄台夜思,松月满玄坛,0.9175,0.8000,0.1175
doubao-seed-2.0-pro,沁园春,宗门感事,万仞古峰,沁园春,玄峰议事后感,万仞玄峰,0.9173,0.7500,0.1673
doubao-seed-2.0-pro,沁园春,宗门感事,万仞古峰,沁园春,宗门感怀,万仞玄峰,0.9173,0.7500,0.1673
doubao-seed-2.0-pro,沁园春,玄门感怀,辗转中宵意未忘,沁园春,凌霄阁感怀,辗转中宵意未平,0.9172,0.8571,0.0601
doubao-seed-2.0-pro,沁园春,宗门感事,寸心辗转,清平乐,云台夜思,寸心辗转难宁,0.9172,0.8000,0.1172
doubao-seed-2.0-pro,沁园春,宗门感事,万仞古峰,沁园春,登凌霄阁有感,万仞灵峰,0.9161,0.7500,0.1661
doubao-seed-2.0-pro,祝英台近,云台夜思,篆烟消,祝英台近,夜坐凌霄阁感怀,篆烟微,0.9161,0.6667,0.2494
doubao-seed-2.0-pro,祝英台近,宗门夜坐感怀,篆烟消,祝英台近,夜坐凌霄阁感怀,篆烟微,0.9161,0.6667,0.2494
doubao-seed-2.0-pro,祝英台近,云阁夜坐有感,篆烟消,祝英台近,夜坐凌霄阁感怀,篆烟微,0.9161,0.6667,0.2494
doubao-seed-2.0-pro,祝英台近,玄峰阁晚望有感,欲把陈格新裁,祝英台近,云阁夜阅门规有怀,欲把陈矩新裁,0.9153,0.8333,0.0820
doubao-seed-2.0-pro,浪淘沙,宗门夜望感怀,欲改旧章难,浪淘沙,夜坐宗门云阁有感,欲改旧章妨,0.9145,0.8000,0.1145
doubao-seed-2.0-pro,沁园春,云阁夜思,云锁丹台,沁园春,凌霄阁夜坐抒怀,云锁层台,0.9138,0.7500,0.1638
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁丹台,沁园春,凌霄阁夜坐抒怀,云锁层台,0.9138,0.7500,0.1638
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,云锁丹台,沁园春,凌霄阁夜坐抒怀,云锁层台,0.9138,0.7500,0.1638
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,云锁丹台,沁园春,凌霄阁夜坐抒怀,云锁层台,0.9138,0.7500,0.1638
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐抒怀,云锁层台,沁园春,宗门感怀,云锁丹台,0.9138,0.7500,0.1638
doubao-seed-2.0-pro,清平乐,夜坐云堂有感,欲把陈规轻改,祝英台近,宗门夜思,拟把陈规轻换,0.9137,0.6667,0.2470
doubao-seed-2.0-pro,沁园春,宗门感事,看丹炉火烬,沁园春,宗门夜坐感怀,看丹炉余烬,0.9135,0.8000,0.1135
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,同护仙山,沁园春,望宗门演武有怀,共护仙乡,0.9135,0.5000,0.4135
doubao-seed-2.0-pro,菩萨蛮,凌霄阁夜坐有感,霜锋曾御寇,祝英台近,夜坐凌霄阁感怀,寒锋御寇,0.9134,0.6667,0.2467
doubao-seed-2.0-pro,清平乐,宗门夜思,多少灵根暗哽,清平乐,宗门夜坐抒怀,多少灵根暗老,0.9133,0.8333,0.0800
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,多少英华,沁园春,宗门议规有感,多少英才,0.9133,0.7500,0.1633
doubao-seed-2.0-pro,沁园春,宗门感怀,古律森严,沁园春,云阁夜思,旧律森严,0.9127,0.7500,0.1627
doubao-seed-2.0-pro,沁园春,宗门感怀,古律森严,沁园春,凌霄阁夜坐有感,旧律森严,0.9127,0.7500,0.1627
doubao-seed-2.0-pro,沁园春,宗门感怀,古律森严,沁园春,凌霄阁夜坐抒怀,旧律森严,0.9127,0.7500,0.1627
doubao-seed-2.0-pro,菩萨蛮,宗门夜坐抒怀,严规原可恃,沁园春,宗门感事,严规可恃,0.9125,0.8889,0.0236
doubao-seed-2.0-pro,沁园春,宗门感怀,看青衿列侍,沁园春,宗阁抒怀,看青衿列序,0.9123,0.8000,0.1123
doubao-seed-2.0-pro,沁园春,宗门夜坐抒怀,看青衿列侍,沁园春,宗阁抒怀,看青衿列序,0.9123,0.8000,0.1123
doubao-seed-2.0-pro,沁园春,宗阁夜怀,雾锁琼坛,沁园春,凌霄阁夜坐有感,雾锁琼阶,0.9122,0.7500,0.1622
doubao-seed-2.0-pro,沁园春,宗门感事,万仞古峰,沁园春,凌霄阁夜坐抒怀,万仞仙峰,0.9115,0.7500,0.1615
doubao-seed-2.0-pro,沁园春,宗门感事,万仞古峰,沁园春,玄门感怀,万仞仙峰,0.9115,0.7500,0.1615
doubao-seed-2.0-pro,沁园春,宗门感事,万仞古峰,沁园春,凌霄阁感怀,万仞仙峰,0.9115,0.7500,0.1615
doubao-seed-2.0-pro,沁园春,宗门感事,万仞古峰,沁园春,宗阁夜望有感,万仞仙峰,0.9115,0.7500,0.1615
doubao-seed-2.0-pro,沁园春,宗门感事,万仞古峰,沁园春,宗阁有所思,万仞仙峰,0.9115,0.7500,0.1615
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,凭栏望断,沁园春,宗门夜坐感怀,凭阑望,0.9113,0.5714,0.3399
doubao-seed-2.0-pro,沁园春,宗门夜坐抒怀,低徊久,沁园春,望宗门演武有怀,徘徊久,0.9111,0.6667,0.2445
doubao-seed-2.0-pro,沁园春,演武台述怀,低徊久,沁园春,望宗门演武有怀,徘徊久,0.9111,0.6667,0.2445
doubao-seed-2.0-pro,沁园春,宗门述怀,低徊久,沁园春,望宗门演武有怀,徘徊久,0.9111,0.6667,0.2445
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,从来治道难全,沁园春,宗门抒怀,从来治道难量,0.9111,0.8333,0.0778
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,万仞灵峰,沁园春,宗门感怀,万仞剑峰,0.9109,0.7500,0.1609
doubao-seed-2.0-pro,清平乐,宗门书怀,层崖云绕,浪淘沙,夜望宗门演武台有作,云气绕层崖,0.9106,0.4444,0.4661
doubao-seed-2.0-pro,菩萨蛮,夜坐云台有感,谁怜少俊心,菩萨蛮,凌霄阁夜思,谁怜少俊才,0.9099,0.8000,0.1099
doubao-seed-2.0-pro,浪淘沙,宗门夜坐有感,进退偏难,浪淘沙,宗门夜怀,进退俱难,0.9097,0.7500,0.1597
doubao-seed-2.0-pro,沁园春,玄峰议事后感,况众口嚣嚣阻议繁,沁园春,登凌霄阁有感,况众论喧喧阻议繁,0.9096,0.6250,0.2846
doubao-seed-2.0-pro,沁园春,宗门感事,霜凝剑匣,沁园春,登云阁望剑坪有感,霜凝剑锷,0.9094,0.7500,0.1594
doubao-seed-2.0-pro,浪淘沙,云阁夜坐抒怀,古律森寒,沁园春,宗门感怀,古律森严,0.9093,0.7500,0.1593
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,从来治道难全,沁园春,宗阁抒怀,从来治派难全,0.9093,0.8333,0.0760
doubao-seed-2.0-pro,沁园春,宗门感事,鹤唳松梢,沁园春,宗门晚眺抒怀,鹤唳苍松,0.9090,0.7500,0.1590
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,鹤唳苍松,沁园春,宗门抒怀,鹤唳松梢,0.9090,0.7500,0.1590
doubao-seed-2.0-pro,祝英台近,宗门夜坐书怀,抚槛徘徊,菩萨蛮,宗门夜坐抒怀,倚槛独徘徊,0.9087,0.6667,0.2420
doubao-seed-2.0-pro,沁园春,宗门感怀,待云开烟散,沁园春,宗门述怀,待云开雾散,0.9086,0.8000,0.1086
doubao-seed-2.0-pro,菩萨蛮,凌霄阁夜坐有感,欲破旧樊笼,沁园春,宗门感怀,欲破樊笼,0.9079,0.8889,0.0191
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,欲破樊笼,菩萨蛮,凌霄阁夜坐有感,欲破旧樊笼,0.9079,0.8889,0.0191
doubao-seed-2.0-pro,菩萨蛮,凌霄阁夜坐有感,欲破旧樊笼,沁园春,云阁夜思,欲破樊笼,0.9079,0.8889,0.0191
doubao-seed-2.0-pro,沁园春,玄门感怀,欲破樊笼,菩萨蛮,凌霄阁夜坐有感,欲破旧樊笼,0.9079,0.8889,0.0191
doubao-seed-2.0-pro,菩萨蛮,凌霄阁夜坐有感,欲破旧樊笼,祝英台近,凌霄阁夜坐有感,欲破樊笼,0.9079,0.8889,0.0191
doubao-seed-2.0-pro,菩萨蛮,凌霄阁夜坐有感,欲破旧樊笼,祝英台近,宗门夜坐感怀,欲破樊笼,0.9079,0.8889,0.0191
doubao-seed-2.0-pro,浪淘沙,宗门夜坐有感,欲把樊笼轻拆破,浪淘沙,宗门感怀,怎把樊笼轻拆去,0.9078,0.7143,0.1936
doubao-seed-2.0-pro,浪淘沙,云阁夜思,欲把陈规换,清平乐,夜坐云堂有感,欲把陈规轻改,0.9077,0.7273,0.1804
doubao-seed-2.0-pro,菩萨蛮,夜立玄阶有感,堪怜少俊雄,菩萨蛮,凌霄阁夜思,谁怜少俊才,0.9075,0.6000,0.3075
doubao-seed-2.0-pro,清平乐,夜眺宗门感作,欲把陈规换却,祝英台近,宗门夜思,拟把陈规轻换,0.9075,0.6667,0.2408
doubao-seed-2.0-pro,祝英台近,宗门夜坐偶成,锁云关,清平乐,宗门夜坐抒怀,云关深锁,0.9069,0.5714,0.3355
doubao-seed-2.0-pro,祝英台近,云崖有感,锁云关,清平乐,宗门夜坐抒怀,云关深锁,0.9069,0.5714,0.3355
doubao-seed-2.0-pro,浪淘沙,宗门夜怀,殿角钟残,浪淘沙,夜坐宗门殿有感,殿角漏声残,0.9069,0.6667,0.2402
doubao-seed-2.0-pro,沁园春,宗阁抒怀,独倚旧栏,祝英台近,仙阁抒怀,独倚危阑,0.9066,0.5000,0.4066
doubao-seed-2.0-pro,沁园春,云门感怀,误了华年,沁园春,凌霄阁夜坐有感,负了华年,0.9066,0.7500,0.1566
doubao-seed-2.0-pro,浪淘沙,宗门夜望感怀,独倚阑干,沁园春,登凌霄阁有感,独倚阁阑,0.9065,0.7500,0.1565
doubao-seed-2.0-pro,祝英台近,玄峰阁晚望有感,刚柔相济,沁园春,凌霄阁感怀,取刚柔相济,0.9063,0.8889,0.0174
doubao-seed-2.0-pro,浪淘沙,宗门夜怀,霜月浸阶寒,浪淘沙,宗门夜坐感怀,松月浸阶寒,0.9062,0.8000,0.1062
